1.610314260000000000e+12 3.785819999999999709e+04
1.610314320000000000e+12 3.802116000000000349e+04
1.610314380000000000e+12 3.813980999999999767e+04
1.610314440000000000e+12 3.805375000000000000e+04
1.610314500000000000e+12 3.800669000000000233e+04
1.610314560000000000e+12 3.795669000000000233e+04
1.610314620000000000e+12 3.812519999999999709e+04
1.610314680000000000e+12 3.812183000000000175e+04
1.610314740000000000e+12 3.804551000000000204e+04
1.610314800000000000e+12 3.795608000000000175e+04
1.610314860000000000e+12 3.785213999999999942e+04
1.610314920000000000e+12 3.785837999999999738e+04
1.610314980000000000e+12 3.789280000000000291e+04
1.610315040000000000e+12 3.783330000000000291e+04
1.610315100000000000e+12 3.781001999999999680e+04
1.610315160000000000e+12 3.795159999999999854e+04
1.610315220000000000e+12 3.784973999999999796e+04
1.610315280000000000e+12 3.782816000000000349e+04
1.610315340000000000e+12 3.777548999999999796e+04
1.610315400000000000e+12 3.781929000000000087e+04
1.610315460000000000e+12 3.799986000000000058e+04
1.610315520000000000e+12 3.790394999999999709e+04
1.610315580000000000e+12 3.787998000000000320e+04
1.610315640000000000e+12 3.780893000000000029e+04
1.610315700000000000e+12 3.778001000000000204e+04
1.610315760000000000e+12 3.784781999999999971e+04
1.610315820000000000e+12 3.787358000000000175e+04
1.610315880000000000e+12 3.803720999999999913e+04
1.610315940000000000e+12 3.805530000000000291e+04
1.610316000000000000e+12 3.798905999999999767e+04
1.610316060000000000e+12 3.789981999999999971e+04
1.610316120000000000e+12 3.786119999999999709e+04
1.610316180000000000e+12 3.812383999999999651e+04
1.610316240000000000e+12 3.820073000000000320e+04
1.610316300000000000e+12 3.828033000000000175e+04
1.610316360000000000e+12 3.841936000000000058e+04
1.610316420000000000e+12 3.848233999999999651e+04
1.610316480000000000e+12 3.847000000000000000e+04
1.610316540000000000e+12 3.847000000000000000e+04
1.610316600000000000e+12 3.863005000000000291e+04
1.610316660000000000e+12 3.878955000000000291e+04
1.610316720000000000e+12 3.868712000000000262e+04
1.610316780000000000e+12 3.870948999999999796e+04
1.610316840000000000e+12 3.871730999999999767e+04
1.610316900000000000e+12 3.881500000000000000e+04
1.610316960000000000e+12 3.885702999999999884e+04
1.610317020000000000e+12 3.886073999999999796e+04
1.610317080000000000e+12 3.890020999999999913e+04
1.610317140000000000e+12 3.890962999999999738e+04
1.610317200000000000e+12 3.890911000000000058e+04
1.610317260000000000e+12 3.881501000000000204e+04
1.610317320000000000e+12 3.869591999999999825e+04
1.610317380000000000e+12 3.886048000000000320e+04
1.610317440000000000e+12 3.886216999999999825e+04
1.610317500000000000e+12 3.897079000000000087e+04
1.610317560000000000e+12 3.880384999999999854e+04
1.610317620000000000e+12 3.888794000000000233e+04
1.610317680000000000e+12 3.890400000000000000e+04
1.610317740000000000e+12 3.880841999999999825e+04
1.610317800000000000e+12 3.883344000000000233e+04
1.610317860000000000e+12 3.874801000000000204e+04
1.610317920000000000e+12 3.880830000000000291e+04
1.610317980000000000e+12 3.876423000000000320e+04
